metric,value
counts_by_cpc.G01R33/06,5
counts_by_cpc.G01R33/066,2
counts_by_cpc.G01R33/07,95
counts_by_cpc.G01R33/072,43
counts_by_cpc.G01R33/09,16
counts_by_cpc.G01R33/091,9
counts_by_cpc.G01R33/093,4
counts_by_cpc.G01R33/095,1
counts_by_cpc.G01R33/096,25
counts_by_cpc.G01R33/098,2
counts_by_cpc.G01R33/10,7
counts_by_cpc.G01R33/12,52
counts_by_cpc.G01R33/1207,2
counts_by_cpc.G01R33/1215,3
counts_by_cpc.G01R33/1238,2
counts_by_cpc.G01R33/1253,13
counts_by_cpc.G01R33/1261,1
counts_by_cpc.G01R33/1269,1
counts_by_cpc.G01R33/1284,1
counts_by_cpc.G01R33/14,1
counts_by_cpc.G01R33/16,3
counts_by_cpc.G01R33/18,3
counts_by_cpc.G01R33/20,2
counts_by_cpc.G01R33/243,1
counts_by_cpc.G01R33/246,2
counts_by_cpc.G01R33/26,4
counts_by_cpc.G01R33/28,10
counts_by_cpc.G01R33/281,1
counts_by_cpc.G01R33/283,5
counts_by_cpc.G01R33/285,7
counts_by_cpc.G01R33/286,13
counts_by_cpc.G01R33/287,13
counts_by_cpc.G01R33/288,2
counts_by_cpc.G01R33/30,2
counts_by_cpc.G01R33/305,3
counts_by_cpc.G01R33/307,6
counts_by_cpc.G01R33/31,1
counts_by_cpc.G01R33/323,4
counts_by_cpc.G01R33/326,1
counts_by_cpc.G01R33/34,3
counts_by_cpc.G01R33/34007,2
counts_by_cpc.G01R33/34015,1
counts_by_cpc.G01R33/34023,1
counts_by_cpc.G01R33/3403,1
counts_by_cpc.G01R33/34046,3
counts_by_cpc.G01R33/34053,1
counts_by_cpc.G01R33/34084,1
counts_by_cpc.G01R33/34092,1
counts_by_cpc.G01R33/3415,5
counts_by_cpc.G01R33/345,1
counts_by_cpc.G01R33/36,2
counts_by_cpc.G01R33/3621,1
counts_by_cpc.G01R33/3628,1
counts_by_cpc.G01R33/3692,1
counts_by_cpc.G01R33/38,1
counts_by_cpc.G01R33/3802,10
counts_by_cpc.G01R33/3804,2
counts_by_cpc.G01R33/3806,13
counts_by_cpc.G01R33/381,4
counts_by_cpc.G01R33/3815,3
counts_by_cpc.G01R33/383,13
counts_by_cpc.G01R33/385,5
counts_by_cpc.G01R33/3854,1
counts_by_cpc.G01R33/3856,2
counts_by_cpc.G01R33/3858,3
counts_by_cpc.G01R33/387,3
counts_by_cpc.G01R33/3873,2
counts_by_cpc.G01R33/3875,2
counts_by_cpc.G01R33/389,1
counts_by_cpc.G01R33/4215,4
counts_by_cpc.G01R33/44,2
counts_by_cpc.G01R33/445,1
counts_by_cpc.G01R33/448,1
counts_by_cpc.G01R33/46,2
counts_by_cpc.G01R33/465,3
counts_by_cpc.G01R33/48,4
counts_by_cpc.G01R33/4804,5
counts_by_cpc.G01R33/4806,8
counts_by_cpc.G01R33/4808,8
counts_by_cpc.G01R33/481,3
counts_by_cpc.G01R33/4812,5
counts_by_cpc.G01R33/4814,3
counts_by_cpc.G01R33/4818,2
counts_by_cpc.G01R33/4824,2
counts_by_cpc.G01R33/4826,1
counts_by_cpc.G01R33/4828,5
counts_by_cpc.G01R33/483,5
counts_by_cpc.G01R33/4833,2
counts_by_cpc.G01R33/4835,3
counts_by_cpc.G01R33/485,1
counts_by_cpc.G01R33/50,2
counts_by_cpc.G01R33/54,3
counts_by_cpc.G01R33/543,6
counts_by_cpc.G01R33/546,3
counts_by_cpc.G01R33/56,6
counts_by_cpc.G01R33/5602,2
counts_by_cpc.G01R33/5605,1
counts_by_cpc.G01R33/5608,19
counts_by_cpc.G01R33/561,6
counts_by_cpc.G01R33/5611,6
counts_by_cpc.G01R33/5616,1
counts_by_cpc.G01R33/5619,1
counts_by_cpc.G01R33/563,1
counts_by_cpc.G01R33/56308,1
counts_by_cpc.G01R33/56316,1
counts_by_cpc.G01R33/56341,8
counts_by_cpc.G01R33/56358,1
counts_by_cpc.G01R33/56375,1
counts_by_cpc.G01R33/565,2
counts_by_cpc.G01R33/56509,6
counts_by_cpc.G01R33/56518,1
counts_by_cpc.G01R33/56563,1
counts_by_cpc.G01R33/56572,2
counts_by_cpc.G01R33/5659,1
counts_by_cpc.G01R33/5673,3
counts_by_cpc.G01R33/5676,2
counts_by_cpc.G01R33/58,19
counts_by_cpc.G01R33/583,2
counts_by_cpc.G01R33/60,1
counts_by_cpc.G01R35/00,61
counts_by_cpc.G01R35/002,1
counts_by_cpc.G01R35/005,21
counts_by_cpc.G01R35/007,13
counts_by_cpc.G01R35/02,26
counts_by_cpc.G01R35/04,97
counts_by_cpc.G01S1/00,28
counts_by_cpc.G01S1/02,63
counts_by_cpc.G01S1/022,2
counts_by_cpc.G01S1/024,18
counts_by_cpc.G01S1/026,6
counts_by_cpc.G01S1/04,16
counts_by_cpc.G01S1/042,6
counts_by_cpc.G01S1/0423,7
counts_by_cpc.G01S1/0426,1
counts_by_cpc.G01S1/0428,4
counts_by_cpc.G01S1/045,4
counts_by_cpc.G01S1/047,3
counts_by_cpc.G01S1/08,25
counts_by_cpc.G01S1/14,2
counts_by_cpc.G01S1/16,66
counts_by_cpc.G01S1/20,7
counts_by_cpc.G01S1/24,4
counts_by_cpc.G01S1/42,1
counts_by_cpc.G01S1/44,6
counts_by_cpc.G01S1/54,15
counts_by_cpc.G01S1/68,41
counts_by_cpc.G01S1/685,1
counts_by_cpc.G01S1/70,82
counts_by_cpc.G01S1/703,1
counts_by_cpc.G01S1/7032,10
counts_by_cpc.G01S1/7034,122
counts_by_cpc.G01S1/7036,1
counts_by_cpc.G01S1/7038,118
counts_by_cpc.G01S1/72,45
counts_by_cpc.G01S1/725,3
counts_by_cpc.G01S1/753,11
counts_by_cpc.G01S1/76,4
counts_by_cpc.G01S1/763,1
counts_by_cpc.G01S1/80,14
counts_by_cpc.G01S1/807,1
counts_by_cpc.G01S11/00,106
counts_by_cpc.G01S11/02,58
counts_by_cpc.G01S11/026,6
counts_by_cpc.G01S11/04,13
counts_by_cpc.G01S11/06,67
counts_by_cpc.G01S11/08,6
counts_by_cpc.G01S11/10,2
counts_by_cpc.G01S11/12,140
counts_by_cpc.G01S11/14,74
counts_by_cpc.G01S11/16,27
counts_by_cpc.G01S13/00,12
counts_by_cpc.G01S13/003,29
counts_by_cpc.G01S13/006,2
counts_by_cpc.G01S13/02,35
counts_by_cpc.G01S13/0209,105
counts_by_cpc.G01S13/0218,1
counts_by_cpc.G01S13/04,96
counts_by_cpc.G01S13/06,56
counts_by_cpc.G01S13/08,226
counts_by_cpc.G01S13/10,24
counts_by_cpc.G01S13/103,117
counts_by_cpc.G01S13/106,1
counts_by_cpc.G01S13/12,1
counts_by_cpc.G01S13/18,2
counts_by_cpc.G01S13/24,1
counts_by_cpc.G01S13/26,2
counts_by_cpc.G01S13/28,1
counts_by_cpc.G01S13/282,1
counts_by_cpc.G01S13/288,9
counts_by_cpc.G01S13/30,1
counts_by_cpc.G01S13/32,2
counts_by_cpc.G01S13/34,19
counts_by_cpc.G01S13/341,3
counts_by_cpc.G01S13/342,3
counts_by_cpc.G01S13/343,25
counts_by_cpc.G01S13/345,15
counts_by_cpc.G01S13/347,4
counts_by_cpc.G01S13/36,1
counts_by_cpc.G01S13/38,11
counts_by_cpc.G01S13/42,191
counts_by_cpc.G01S13/422,1
counts_by_cpc.G01S13/426,25
counts_by_cpc.G01S13/428,2
counts_by_cpc.G01S13/44,2
counts_by_cpc.G01S13/4454,3
counts_by_cpc.G01S13/4463,3
counts_by_cpc.G01S13/4472,1
counts_by_cpc.G01S13/46,35
counts_by_cpc.G01S13/48,2
counts_by_cpc.G01S13/50,5
counts_by_cpc.G01S13/505,2
counts_by_cpc.G01S13/52,3
counts_by_cpc.G01S13/522,5
counts_by_cpc.G01S13/524,2
counts_by_cpc.G01S13/5242,1
counts_by_cpc.G01S13/53,1
counts_by_cpc.G01S13/534,1
counts_by_cpc.G01S13/536,5
counts_by_cpc.G01S13/56,24
counts_by_cpc.G01S13/58,74
counts_by_cpc.G01S13/581,1
counts_by_cpc.G01S13/582,6
counts_by_cpc.G01S13/583,4
counts_by_cpc.G01S13/584,29
counts_by_cpc.G01S13/585,1
counts_by_cpc.G01S13/586,2
counts_by_cpc.G01S13/587,4
counts_by_cpc.G01S13/588,4
counts_by_cpc.G01S13/589,5
counts_by_cpc.G01S13/60,7
counts_by_cpc.G01S13/62,6
counts_by_cpc.G01S13/66,23
counts_by_cpc.G01S13/68,2
counts_by_cpc.G01S13/70,10
counts_by_cpc.G01S13/72,21
counts_by_cpc.G01S13/723,20
counts_by_cpc.G01S13/726,40
counts_by_cpc.G01S13/74,122
counts_by_cpc.G01S13/75,18
counts_by_cpc.G01S13/751,17
counts_by_cpc.G01S13/753,23
counts_by_cpc.G01S13/755,4
counts_by_cpc.G01S13/756,16
counts_by_cpc.G01S13/758,18
counts_by_cpc.G01S13/76,11
counts_by_cpc.G01S13/762,1
counts_by_cpc.G01S13/765,62
counts_by_cpc.G01S13/767,20
counts_by_cpc.G01S13/78,9
counts_by_cpc.G01S13/781,1
counts_by_cpc.G01S13/782,1
counts_by_cpc.G01S13/785,4
counts_by_cpc.G01S13/79,3
counts_by_cpc.G01S13/82,19
counts_by_cpc.G01S13/825,31
counts_by_cpc.G01S13/84,14
counts_by_cpc.G01S13/86,199
counts_by_cpc.G01S13/862,179
counts_by_cpc.G01S13/865,315
counts_by_cpc.G01S13/867,411
counts_by_cpc.G01S13/87,109
counts_by_cpc.G01S13/872,4
counts_by_cpc.G01S13/874,18
counts_by_cpc.G01S13/876,58
counts_by_cpc.G01S13/878,116
counts_by_cpc.G01S13/88,269
counts_by_cpc.G01S13/881,293
counts_by_cpc.G01S13/882,6
counts_by_cpc.G01S13/885,49
counts_by_cpc.G01S13/886,33
counts_by_cpc.G01S13/887,22
counts_by_cpc.G01S13/888,24
counts_by_cpc.G01S13/89,165
counts_by_cpc.G01S13/90,12
counts_by_cpc.G01S13/9004,1
counts_by_cpc.G01S13/9005,2
counts_by_cpc.G01S13/9011,1
counts_by_cpc.G01S13/9017,11
counts_by_cpc.G01S13/9019,1
counts_by_cpc.G01S13/9021,3
counts_by_cpc.G01S13/9023,4
counts_by_cpc.G01S13/9027,2
counts_by_cpc.G01S13/9029,18
counts_by_cpc.G01S13/9035,2
counts_by_cpc.G01S13/904,1
counts_by_cpc.G01S13/9043,1
counts_by_cpc.G01S13/9058,2
counts_by_cpc.G01S13/9064,1
counts_by_cpc.G01S13/9076,2
counts_by_cpc.G01S13/9082,2
counts_by_cpc.G01S13/9089,1
counts_by_cpc.G01S13/9094,2
counts_by_cpc.G01S13/91,16
counts_by_cpc.G01S13/913,3
counts_by_cpc.G01S13/917,3
counts_by_cpc.G01S13/92,2
counts_by_cpc.G01S13/93,106
counts_by_cpc.G01S13/9303,2
counts_by_cpc.G01S13/931,604
counts_by_cpc.G01S13/933,19
counts_by_cpc.G01S13/934,6
counts_by_cpc.G01S13/935,12
counts_by_cpc.G01S13/937,11
counts_by_cpc.G01S13/953,4
counts_by_cpc.G01S13/956,2
counts_by_cpc.G01S15/00,34
counts_by_cpc.G01S15/003,3
counts_by_cpc.G01S15/006,1
counts_by_cpc.G01S15/02,10
counts_by_cpc.G01S15/025,4
counts_by_cpc.G01S15/04,142
counts_by_cpc.G01S15/06,83
counts_by_cpc.G01S15/08,267
counts_by_cpc.G01S15/10,10
counts_by_cpc.G01S15/101,111
counts_by_cpc.G01S15/102,1
counts_by_cpc.G01S15/104,3
counts_by_cpc.G01S15/105,1
counts_by_cpc.G01S15/107,4
counts_by_cpc.G01S15/108,15
counts_by_cpc.G01S15/14,2
counts_by_cpc.G01S15/32,1
counts_by_cpc.G01S15/325,3
counts_by_cpc.G01S15/42,176
counts_by_cpc.G01S15/46,7
counts_by_cpc.G01S15/50,1
counts_by_cpc.G01S15/52,2
counts_by_cpc.G01S15/523,11
counts_by_cpc.G01S15/526,1
counts_by_cpc.G01S15/58,20
counts_by_cpc.G01S15/582,1
counts_by_cpc.G01S15/584,1
counts_by_cpc.G01S15/60,6
counts_by_cpc.G01S15/66,41
counts_by_cpc.G01S15/74,18
counts_by_cpc.G01S15/86,150
counts_by_cpc.G01S15/87,84
counts_by_cpc.G01S15/872,4
counts_by_cpc.G01S15/874,5
counts_by_cpc.G01S15/876,60
counts_by_cpc.G01S15/878,5
counts_by_cpc.G01S15/88,313
counts_by_cpc.G01S15/89,135
counts_by_cpc.G01S15/8902,4
counts_by_cpc.G01S15/8904,1
counts_by_cpc.G01S15/8906,12
counts_by_cpc.G01S15/8909,2
counts_by_cpc.G01S15/8913,6
counts_by_cpc.G01S15/8915,15
counts_by_cpc.G01S15/8918,4
counts_by_cpc.G01S15/892,3
counts_by_cpc.G01S15/8922,3
counts_by_cpc.G01S15/8925,1
counts_by_cpc.G01S15/8927,2
counts_by_cpc.G01S15/8929,5
counts_by_cpc.G01S15/8936,12
counts_by_cpc.G01S15/8938,7
counts_by_cpc.G01S15/894,5
counts_by_cpc.G01S15/8945,7
counts_by_cpc.G01S15/8947,1
counts_by_cpc.G01S15/8952,1
counts_by_cpc.G01S15/8954,1
counts_by_cpc.G01S15/8956,3
counts_by_cpc.G01S15/8959,1
counts_by_cpc.G01S15/8963,2
counts_by_cpc.G01S15/897,7
counts_by_cpc.G01S15/8977,10
counts_by_cpc.G01S15/8979,7
counts_by_cpc.G01S15/8981,1
counts_by_cpc.G01S15/899,32
counts_by_cpc.G01S15/8993,35
counts_by_cpc.G01S15/8997,3
counts_by_cpc.G01S15/93,109
counts_by_cpc.G01S15/931,488
counts_by_cpc.G01S15/96,6
counts_by_cpc.G01S17/00,71
counts_by_cpc.G01S17/003,23
counts_by_cpc.G01S17/006,4
counts_by_cpc.G01S17/02,52
counts_by_cpc.G01S17/023,65
counts_by_cpc.G01S17/026,32
counts_by_cpc.G01S17/04,361
counts_by_cpc.G01S17/06,512
counts_by_cpc.G01S17/08,792
counts_by_cpc.G01S17/10,285
counts_by_cpc.G01S17/102,3
counts_by_cpc.G01S17/105,2
counts_by_cpc.G01S17/107,2
counts_by_cpc.G01S17/14,18
counts_by_cpc.G01S17/18,10
counts_by_cpc.G01S17/26,9
counts_by_cpc.G01S17/32,15
counts_by_cpc.G01S17/34,12
counts_by_cpc.G01S17/36,137
counts_by_cpc.G01S17/42,1067
counts_by_cpc.G01S17/46,204
counts_by_cpc.G01S17/48,391
counts_by_cpc.G01S17/50,41
counts_by_cpc.G01S17/58,144
counts_by_cpc.G01S17/66,423
counts_by_cpc.G01S17/74,105
counts_by_cpc.G01S17/86,1193
counts_by_cpc.G01S17/87,715
counts_by_cpc.G01S17/875,80
counts_by_cpc.G01S17/88,1219
counts_by_cpc.G01S17/89,2117
counts_by_cpc.G01S17/894,541
counts_by_cpc.G01S17/895,2
counts_by_cpc.G01S17/90,7
counts_by_cpc.G01S17/93,434
counts_by_cpc.G01S17/931,1803
counts_by_cpc.G01S17/933,50
counts_by_cpc.G01S17/936,123
counts_by_cpc.G01S17/95,6
counts_by_cpc.G01S19/00,43
counts_by_cpc.G01S19/01,118
counts_by_cpc.G01S19/02,4
counts_by_cpc.G01S19/03,42
counts_by_cpc.G01S19/04,4
counts_by_cpc.G01S19/05,11
counts_by_cpc.G01S19/06,3
counts_by_cpc.G01S19/07,11
counts_by_cpc.G01S19/071,16
counts_by_cpc.G01S19/072,2
counts_by_cpc.G01S19/073,2
counts_by_cpc.G01S19/074,2
counts_by_cpc.G01S19/09,7
counts_by_cpc.G01S19/10,22
counts_by_cpc.G01S19/11,39
counts_by_cpc.G01S19/12,11
counts_by_cpc.G01S19/13,113
counts_by_cpc.G01S19/14,203
counts_by_cpc.G01S19/15,11
counts_by_cpc.G01S19/16,7
counts_by_cpc.G01S19/17,14
counts_by_cpc.G01S19/18,2
counts_by_cpc.G01S19/19,24
counts_by_cpc.G01S19/20,9
counts_by_cpc.G01S19/215,6
counts_by_cpc.G01S19/22,3
counts_by_cpc.G01S19/23,42
counts_by_cpc.G01S19/24,7
counts_by_cpc.G01S19/243,3
counts_by_cpc.G01S19/246,2
counts_by_cpc.G01S19/25,4
counts_by_cpc.G01S19/252,2
counts_by_cpc.G01S19/256,2
counts_by_cpc.G01S19/26,10
counts_by_cpc.G01S19/27,20
counts_by_cpc.G01S19/28,2
counts_by_cpc.G01S19/29,1
counts_by_cpc.G01S19/31,1
counts_by_cpc.G01S19/32,6
counts_by_cpc.G01S19/33,4
counts_by_cpc.G01S19/34,6
counts_by_cpc.G01S19/35,15
counts_by_cpc.G01S19/36,1
counts_by_cpc.G01S19/37,10
counts_by_cpc.G01S19/38,20
counts_by_cpc.G01S19/39,13
counts_by_cpc.G01S19/393,13
counts_by_cpc.G01S19/396,14
counts_by_cpc.G01S19/40,22
counts_by_cpc.G01S19/41,80
counts_by_cpc.G01S19/42,223
counts_by_cpc.G01S19/421,1
counts_by_cpc.G01S19/423,1
counts_by_cpc.G01S19/425,1
counts_by_cpc.G01S19/426,6
counts_by_cpc.G01S19/428,1
counts_by_cpc.G01S19/43,37
counts_by_cpc.G01S19/44,13
counts_by_cpc.G01S19/45,168
counts_by_cpc.G01S19/46,49
counts_by_cpc.G01S19/47,133
counts_by_cpc.G01S19/48,87
counts_by_cpc.G01S19/485,69
counts_by_cpc.G01S19/49,87
counts_by_cpc.G01S19/50,11
counts_by_cpc.G01S19/51,37
counts_by_cpc.G01S19/52,35
counts_by_cpc.G01S19/53,38
counts_by_cpc.G01S19/54,4
counts_by_cpc.G01S19/55,2
counts_by_cpc.G01S2007/027,2
counts_by_cpc.G01S2007/2886,1
counts_by_cpc.G01S2007/356,3
counts_by_cpc.G01S2007/358,3
counts_by_cpc.G01S2007/403,3
counts_by_cpc.G01S2007/4034,1
counts_by_cpc.G01S2007/4043,1
counts_by_cpc.G01S2007/4082,1
counts_by_cpc.G01S2007/4975,23
counts_by_cpc.G01S2007/4977,16
counts_by_cpc.G01S2007/52009,3
counts_by_cpc.G01S2007/52011,2
counts_by_cpc.G01S2007/52012,2
counts_by_cpc.G01S2007/52014,9
counts_by_cpc.G01S2013/0245,3
counts_by_cpc.G01S2013/0254,22
counts_by_cpc.G01S2013/0263,1
counts_by_cpc.G01S2013/462,3
counts_by_cpc.G01S2013/466,47
counts_by_cpc.G01S2013/468,20
counts_by_cpc.G01S2013/916,2
counts_by_cpc.G01S2013/9314,9
counts_by_cpc.G01S2013/9315,16
counts_by_cpc.G01S2013/9316,80
counts_by_cpc.G01S2013/9317,4
counts_by_cpc.G01S2013/9318,57
counts_by_cpc.G01S2013/93185,180
counts_by_cpc.G01S2013/9319,48
counts_by_cpc.G01S2013/932,68
counts_by_cpc.G01S2013/9321,31
counts_by_cpc.G01S2013/9322,34
counts_by_cpc.G01S2013/9323,110
counts_by_cpc.G01S2013/9324,57
counts_by_cpc.G01S2013/9325,32
counts_by_cpc.G01S2013/9327,28
counts_by_cpc.G01S2013/93271,105
counts_by_cpc.G01S2013/93272,53
counts_by_cpc.G01S2013/93273,29
counts_by_cpc.G01S2013/93274,34
counts_by_cpc.G01S2013/93275,38
counts_by_cpc.G01S2013/93276,7
counts_by_cpc.G01S2013/93277,5
counts_by_cpc.G01S2013/9328,7
counts_by_cpc.G01S2013/9329,23
counts_by_cpc.G01S2013/9346,1
counts_by_cpc.G01S2013/9353,1
counts_by_cpc.G01S2013/936,2
counts_by_cpc.G01S2013/9367,1
counts_by_cpc.G01S2013/9375,3
counts_by_cpc.G01S2013/9378,2
counts_by_cpc.G01S2013/9382,1
counts_by_cpc.G01S2013/9385,2
counts_by_cpc.G01S2013/9389,1
counts_by_cpc.G01S2015/465,8
counts_by_cpc.G01S2015/932,4
counts_by_cpc.G01S2015/934,2
counts_by_cpc.G01S2015/935,5
counts_by_cpc.G01S2015/936,1
counts_by_cpc.G01S2015/937,20
counts_by_cpc.G01S2015/938,46
counts_by_cpc.G01S2015/939,7
counts_by_cpc.G01S2201/01,88
counts_by_cpc.G01S2201/02,36
counts_by_cpc.G01S2201/025,1
counts_by_cpc.G01S2201/03,2
counts_by_cpc.G01S2201/08,2
counts_by_cpc.G01S2205/002,9
counts_by_cpc.G01S2205/006,3
counts_by_cpc.G01S2205/007,2
counts_by_cpc.G01S2205/008,7
counts_by_cpc.G01S2205/01,71
counts_by_cpc.G01S2205/02,31
counts_by_cpc.G01S2205/03,4
counts_by_cpc.G01S2205/04,1
counts_by_cpc.G01S2205/05,1
counts_by_cpc.G01S2205/06,2
counts_by_cpc.G01S2205/08,1
counts_by_cpc.G01S2205/09,5
counts_by_cpc.G01S3/00,16
counts_by_cpc.G01S3/02,3
counts_by_cpc.G01S3/023,2
counts_by_cpc.G01S3/04,1
counts_by_cpc.G01S3/043,12
counts_by_cpc.G01S3/06,1
counts_by_cpc.G01S3/12,1
counts_by_cpc.G01S3/14,3
counts_by_cpc.G01S3/143,2
counts_by_cpc.G01S3/16,2
counts_by_cpc.G01S3/20,2
counts_by_cpc.G01S3/26,2
counts_by_cpc.G01S3/30,2
counts_by_cpc.G01S3/36,2
counts_by_cpc.G01S3/38,1
counts_by_cpc.G01S3/42,3
counts_by_cpc.G01S3/46,8
counts_by_cpc.G01S3/48,21
counts_by_cpc.G01S3/50,7
counts_by_cpc.G01S3/52,1
counts_by_cpc.G01S3/74,1
counts_by_cpc.G01S3/78,3
counts_by_cpc.G01S3/7803,1
counts_by_cpc.G01S3/781,9
counts_by_cpc.G01S3/782,10
counts_by_cpc.G01S3/783,24
counts_by_cpc.G01S3/7835,2
counts_by_cpc.G01S3/784,24
counts_by_cpc.G01S3/785,1
counts_by_cpc.G01S3/786,30
counts_by_cpc.G01S3/7861,63
counts_by_cpc.G01S3/7862,2
counts_by_cpc.G01S3/7864,101
counts_by_cpc.G01S3/7865,13
counts_by_cpc.G01S3/7867,3
counts_by_cpc.G01S3/787,1
counts_by_cpc.G01S3/788,1
counts_by_cpc.G01S3/789,19
counts_by_cpc.G01S3/80,16
counts_by_cpc.G01S3/8003,5
counts_by_cpc.G01S3/8006,4
counts_by_cpc.G01S3/801,11
counts_by_cpc.G01S3/802,14
counts_by_cpc.G01S3/8027,2
counts_by_cpc.G01S3/803,3
counts_by_cpc.G01S3/8034,4
counts_by_cpc.G01S3/805,1
counts_by_cpc.G01S3/807,1
counts_by_cpc.G01S3/808,15
counts_by_cpc.G01S3/8083,28
counts_by_cpc.G01S3/8086,1
counts_by_cpc.G01S3/86,3
counts_by_cpc.G01S5/00,30
counts_by_cpc.G01S5/0009,32
counts_by_cpc.G01S5/0018,20
counts_by_cpc.G01S5/0027,32
counts_by_cpc.G01S5/0036,13
counts_by_cpc.G01S5/0045,5
counts_by_cpc.G01S5/0054,6
counts_by_cpc.G01S5/0063,3
counts_by_cpc.G01S5/0072,29
counts_by_cpc.G01S5/0081,14
counts_by_cpc.G01S5/009,24
counts_by_cpc.G01S5/01,1
counts_by_cpc.G01S5/011,4
counts_by_cpc.G01S5/012,2
counts_by_cpc.G01S5/013,3
counts_by_cpc.G01S5/014,2
counts_by_cpc.G01S5/015,1
counts_by_cpc.G01S5/017,9
counts_by_cpc.G01S5/02,86
counts_by_cpc.G01S5/0205,35
counts_by_cpc.G01S5/021,53
counts_by_cpc.G01S5/0215,13
counts_by_cpc.G01S5/0218,3
counts_by_cpc.G01S5/0221,9
counts_by_cpc.G01S5/02213,6
counts_by_cpc.G01S5/02216,10
counts_by_cpc.G01S5/0226,15
counts_by_cpc.G01S5/0231,10
counts_by_cpc.G01S5/0236,8
counts_by_cpc.G01S5/0242,13
counts_by_cpc.G01S5/0244,35
counts_by_cpc.G01S5/0246,2
counts_by_cpc.G01S5/0247,49
counts_by_cpc.G01S5/0249,15
counts_by_cpc.G01S5/0252,23
counts_by_cpc.G01S5/02521,17
counts_by_cpc.G01S5/02522,9
counts_by_cpc.G01S5/02523,2
counts_by_cpc.G01S5/02524,9
counts_by_cpc.G01S5/02525,7
counts_by_cpc.G01S5/02526,3
counts_by_cpc.G01S5/02527,6
counts_by_cpc.G01S5/02529,3
counts_by_cpc.G01S5/0257,36
counts_by_cpc.G01S5/0258,5
counts_by_cpc.G01S5/02585,20
counts_by_cpc.G01S5/0263,35
counts_by_cpc.G01S5/0264,41
counts_by_cpc.G01S5/0268,5
counts_by_cpc.G01S5/02685,1
counts_by_cpc.G01S5/0269,24
counts_by_cpc.G01S5/02695,2
counts_by_cpc.G01S5/0273,13
counts_by_cpc.G01S5/0278,15
counts_by_cpc.G01S5/0284,152
counts_by_cpc.G01S5/0289,96
counts_by_cpc.G01S5/0294,66
counts_by_cpc.G01S5/0295,27
counts_by_cpc.G01S5/02955,1
counts_by_cpc.G01S5/04,31
counts_by_cpc.G01S5/06,35
counts_by_cpc.G01S5/08,63
counts_by_cpc.G01S5/10,61
counts_by_cpc.G01S5/12,62
counts_by_cpc.G01S5/14,332
counts_by_cpc.G01S5/145,2
counts_by_cpc.G01S5/16,589
counts_by_cpc.G01S5/163,302
counts_by_cpc.G01S5/166,3
counts_by_cpc.G01S5/18,100
counts_by_cpc.G01S5/183,6
counts_by_cpc.G01S5/186,45
counts_by_cpc.G01S5/20,31
counts_by_cpc.G01S5/22,50
counts_by_cpc.G01S5/24,14
counts_by_cpc.G01S5/26,30
counts_by_cpc.G01S5/28,33
counts_by_cpc.G01S5/30,65
counts_by_cpc.G01S7/00,3
counts_by_cpc.G01S7/003,138
counts_by_cpc.G01S7/006,19
counts_by_cpc.G01S7/02,65
counts_by_cpc.G01S7/021,6
counts_by_cpc.G01S7/022,3
counts_by_cpc.G01S7/023,16
counts_by_cpc.G01S7/0231,1
counts_by_cpc.G01S7/0232,10
counts_by_cpc.G01S7/0233,2
counts_by_cpc.G01S7/0234,5
counts_by_cpc.G01S7/0235,3
counts_by_cpc.G01S7/0236,1
counts_by_cpc.G01S7/024,17
counts_by_cpc.G01S7/025,1
counts_by_cpc.G01S7/026,2
counts_by_cpc.G01S7/027,66
counts_by_cpc.G01S7/028,5
counts_by_cpc.G01S7/03,9
counts_by_cpc.G01S7/032,30
counts_by_cpc.G01S7/038,1
counts_by_cpc.G01S7/04,14
counts_by_cpc.G01S7/06,3
counts_by_cpc.G01S7/10,1
counts_by_cpc.G01S7/12,3
counts_by_cpc.G01S7/20,2
counts_by_cpc.G01S7/22,4
counts_by_cpc.G01S7/24,1
counts_by_cpc.G01S7/28,6
counts_by_cpc.G01S7/2806,1
counts_by_cpc.G01S7/2813,1
counts_by_cpc.G01S7/282,7
counts_by_cpc.G01S7/285,9
counts_by_cpc.G01S7/288,11
counts_by_cpc.G01S7/2883,1
counts_by_cpc.G01S7/2886,2
counts_by_cpc.G01S7/292,12
counts_by_cpc.G01S7/2921,1
counts_by_cpc.G01S7/2922,2
counts_by_cpc.G01S7/2923,4
counts_by_cpc.G01S7/2927,3
counts_by_cpc.G01S7/295,4
counts_by_cpc.G01S7/2955,2
counts_by_cpc.G01S7/32,1
counts_by_cpc.G01S7/35,7
counts_by_cpc.G01S7/352,18
counts_by_cpc.G01S7/354,13
counts_by_cpc.G01S7/356,11
counts_by_cpc.G01S7/358,7
counts_by_cpc.G01S7/36,4
counts_by_cpc.G01S7/38,1
counts_by_cpc.G01S7/40,90
counts_by_cpc.G01S7/4004,35
counts_by_cpc.G01S7/4008,3
counts_by_cpc.G01S7/4017,1
counts_by_cpc.G01S7/4021,12
counts_by_cpc.G01S7/4026,65
counts_by_cpc.G01S7/403,26
counts_by_cpc.G01S7/4034,13
counts_by_cpc.G01S7/4039,4
counts_by_cpc.G01S7/4043,5
counts_by_cpc.G01S7/4052,29
counts_by_cpc.G01S7/4056,2
counts_by_cpc.G01S7/406,3
counts_by_cpc.G01S7/4065,1
counts_by_cpc.G01S7/4069,3
counts_by_cpc.G01S7/4078,1
